name,url,inn,ogrn,registration_date,director_since,has_ceo_history,arbitr_cases_count,revenue,profit,email,website,matched,reasons
"АО ""Торговый Дом ТМХ""",https://www.rusprofile.ru/id/729919,,,10.09.2004,с 24 июня 2024 г.,True,288,33000000000,280000000,d.vonakov@tmholding.ru,tmholding.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Ям Интернешнл (СНГ)""",https://www.rusprofile.ru/id/1662726,,,30.11.1998,с 8 октября 2012 г.,True,59,986000000,8100000,info@yam.ru,www.yam.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Агротэк-ТМ""",https://www.rusprofile.ru/id/3725843,,,19.12.2006,,True,99,21000000000,383000000,belyaev@lisor.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Перспектива""",https://www.rusprofile.ru/id/1217700576895,,,29.11.2021,,True,3,350000000,6200000,pers.pektiva@rambler.ru,perspektivaorg.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Пакпрестус""",https://www.rusprofile.ru/id/2020006,,,04.10.1999,с 17 апреля 2026 г.,True,37,5100000000,-129000000,buh_andriana@mail.ru,packprestus.ru,False,['выручка положительная']
"ООО ""Сансет""",https://www.rusprofile.ru/id/6863962,,,02.04.2013,с 26 января 2024 г.,True,2,600000000,9000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Амдтехнологии""",https://www.rusprofile.ru/id/4365344,,,11.09.2007,с 11 сентября 2007 г.,False,158,1000000000,2500000,agatov.f@amd-tech.ru,adm-tech.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"АО ""ВСП""",https://www.rusprofile.ru/id/229262,,,15.03.2004,с 1 апреля 2026 г.,True,4,1900000000,1000000000,mfilatova@inbox.ru,vspholding.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Керранова Плюс""",https://www.rusprofile.ru/id/10216621,,,13.11.2015,с 31 января 2024 г.,True,22,3100000000,16000000,buh9@kerranova.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТТ-Групп""",https://www.rusprofile.ru/id/11135537,,,21.08.2017,с 25 декабря 2024 г.,True,4,572000000,85000,grupp.tt@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""РВМ""",https://www.rusprofile.ru/id/294110,,,19.05.2009,с 5 сентября 2022 г.,True,1,363000000,9000000,mkv@rv-market.ru,www.rv-market.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Комплектэнерго""",https://www.rusprofile.ru/id/944369,,,28.10.2002,с 3 декабря 2025 г.,True,96,2000000000,2800000,komplektenergo@kegroup.ru,kegroup.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Максима""",https://www.rusprofile.ru/id/11354968,,,28.02.2018,,True,1,579000000,234000,nuridincontact@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Алюр""",https://www.rusprofile.ru/id/11781106,,,07.05.2019,,True,0,849000000,31000000,nuridincontact@gmail.com,ksktorg.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Фаберон""",https://www.rusprofile.ru/id/369374,,,29.06.2004,с 9 марта 2010 г.,False,24,2200000000,165000000,info@faberon.ru,faberon.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Набукас Центр""",https://www.rusprofile.ru/id/4452985,,,11.09.2001,с 18 августа 2025 г.,True,16,1500000000,7800000,centr_nabuka.ooo@rambler.ru,nabukascenter.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Огнеупортрейдгрупп""",https://www.rusprofile.ru/id/4339498,,,16.09.2002,с 2 апреля 2007 г.,False,28,591000000,99000000,fedorova@ogneupor.net,ogneupor.net,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Атмос Медикаль""",https://www.rusprofile.ru/id/2028870,,,03.12.2003,с 13 сентября 2024 г.,True,3,360000000,-3300000,a.sorokin@atmosmed.ru,www.atmos-med.ru,False,"['арбитражных дел не больше 5', 'выручка положительная']"
"ООО ""ГК Синтез""",https://www.rusprofile.ru/id/6771673,,,16.10.2012,с 25 февраля 2025 г.,True,5,1600000000,136000000,info@sintez-company.ru,sintez-company.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""ТК Нефтетанк""",https://www.rusprofile.ru/id/5775759,,,08.12.2011,с 1 октября 2024 г.,True,41,585000000,-11000000,info@neftetank.ru,neftetank.ru,False,['выручка положительная']
"ООО ""Эффорт Телеком""",https://www.rusprofile.ru/id/7303866,,,14.04.2014,с 5 марта 2022 г.,True,18,1600000000,46000000,info@effort.tel,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Нордвестплюс""",https://www.rusprofile.ru/id/10551018,,,11.07.2016,с 3 июля 2020 г.,True,1,900000000,315000,finansistu2015@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"АО ""Авангард""",https://www.rusprofile.ru/id/3825995,,,01.06.2010,с 10 декабря 2025 г.,True,12,540000000,-47000000,lauma@laumamedical.ru,laumamedical.ru,False,['выручка положительная']
"ООО ""Инситех""",https://www.rusprofile.ru/id/6699920,,,06.03.2013,с 31 октября 2017 г.,True,15,9300000000,762000000,info@armorjack.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Гигантшина""",https://www.rusprofile.ru/id/1107647,,,02.08.2010,с 22 апреля 2025 г.,True,16,2000000000,-171000000,stamp@orientalgate.ru,gigantshina.ru,False,['выручка положительная']
"ООО ""Аймол Лубрикантс""",https://www.rusprofile.ru/id/835862,,,28.07.2005,с 19 сентября 2014 г.,False,8,1800000000,23000000,info@aimol.ru,aimol.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Синера""",https://www.rusprofile.ru/id/10289778,,,29.12.2015,с 9 января 2020 г.,True,17,1600000000,219000000,denisova@cinera-ks.ru,cinera-energy.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""НПО Промтрансизделия""",https://www.rusprofile.ru/id/5664045,,,08.04.2011,с 10 февраля 2022 г.,True,32,920000000,32000000,info@npopti.ru,npopti.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""АМГ""",https://www.rusprofile.ru/id/10185196,,,14.10.2015,с 7 марта 2024 г.,True,69,3600000000,68000000,sale@metalfa.ru,metalfa.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Завод Темп""",https://www.rusprofile.ru/id/10492964,,,26.05.2016,с 13 сентября 2017 г.,True,28,363000000,77000000,buh@ztemp.ru,заводтемп.рф,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Трейд""",https://www.rusprofile.ru/id/1207700149986,,,06.04.2020,с 9 июня 2025 г.,True,7,427000000,45000,korolekmatveev@yandex.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Вильд Россия""",https://www.rusprofile.ru/id/338952,,,10.06.1998,с 2 апреля 2010 г.,False,43,7000000000,913000000,olga.sazonova@wild.de,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ГТ""",https://www.rusprofile.ru/id/7740188,,,17.06.2015,с 11 октября 2022 г.,True,10,6900000000,341000000,info@litemotors.ru,lite-mobile.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Аркада""",https://www.rusprofile.ru/id/10892216,,,14.02.2017,с 4 октября 2022 г.,True,13,314000000,1100000,nota-roza127@yandex.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Техностек""",https://www.rusprofile.ru/id/21884,,,28.05.2007,с 28 мая 2007 г.,False,13,1200000000,201000000,tender@technostack.ru,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
